# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator:  3.8.5, git
# Instrument: eqsans_cylinder.instr
# Ncount: 5000000
# Trace: no
# Gravitation: no
# Seed: 1790195765583276
# Directory: /Users/georgeyumnam/WORK/PANRAID/PaNRAID-results/Group2/panraidproject/dataset_cylinder/cyl_001703
# Param: gx=0
# Param: gy=0
# Param: sample_on=1
# Param: bs_radius=0
# Param: samp_ap=0.01
# Param: sld=3.96378
# Param: sld_solvent=1
# Param: radius=98.7916
# Param: length=264.27
# Param: pd_radius=0.183953
# Param: pd_length=0.10111
# Param: model_scale=1
# Param: model_abs=0
# Date: Wed Sep 23 22:36:23 2026 (1790195783)
# type: array_1d(100)
# Source: EQ_SANS_cylinder (eqsans_cylinder.instr)
# component: qmon
# position: 0 0 22.281
# title: QMonitor - Radially averaged distribution
# Ncount: 5000000
# filename: rdet.dat
# statistics: X0=0.0523073; dX=0.0461762;
# signal: Min=1.81644e+12; Max=5.86149e+15; Mean=8.05167e+14;
# values: 8.05167e+16 2.6197e+15 163792
# xvar: r
# yvar: (I,I_err)
# xlabel: Radius [m]
# ylabel: I(r)
# xlimits: 0 0.5
# variables: r I I_err N
0.0025 5.260948683e+15 1.828878254e+15 17 
0.0075 5.861492107e+15 1.146013018e+15 50 
0.0125 5.595204954e+15 8.554461479e+14 87 
0.0175 5.355824045e+15 6.670090529e+14 113 
0.0225 4.570106959e+15 4.828933737e+14 145 
0.0275 4.754826187e+15 4.503316735e+14 187 
0.0325 4.334207587e+15 3.951231541e+14 215 
0.0375 3.389992946e+15 2.926462272e+14 233 
0.0425 3.509726223e+15 2.851654721e+14 275 
0.0475 3.905615972e+15 2.929689069e+14 326 
0.0525 3.270039261e+15 2.442572411e+14 334 
0.0575 3.064793026e+15 2.371855325e+14 363 
0.0625 2.98906397e+15 1.985507008e+14 421 
0.0675 2.791626035e+15 1.855477435e+14 466 
0.0725 2.616015956e+15 1.637863667e+14 495 
0.0775 2.118426572e+15 1.33952814e+14 499 
0.0825 1.78206421e+15 1.153078072e+14 521 
0.0875 1.875983285e+15 1.212003061e+14 559 
0.0925 1.614103296e+15 9.753072026e+13 612 
0.0975 1.383819603e+15 8.552474652e+13 608 
0.1025 1.241578798e+15 7.192431542e+13 706 
0.1075 1.259642622e+15 7.296879744e+13 740 
0.1125 1.070567267e+15 6.222107178e+13 745 
